From src:'1'	To src:'2'
CHEMBL2106236	DB13386
CHEMBL116943	DB13415
CHEMBL3989971	DB14829
CHEMBL395347	DB08084
CHEMBL803	DB00987
CHEMBL1697844	DB13422
CHEMBL1205402	DB05143
CHEMBL590540	DB00138
CHEMBL4650320	DB15661
CHEMBL475814	DB08006
CHEMBL455461	DB12339
CHEMBL593125	DB04097
CHEMBL86882	DB08985
CHEMBL2104054	DB01615
CHEMBL376408	DB17023
CHEMBL1623992	DB13351
CHEMBL3986824	DB14770
CHEMBL1614854	DB02379
CHEMBL521703	DB07700
CHEMBL2104821	DB15947
CHEMBL1921847	DB12341
CHEMBL323542	DB02991
CHEMBL2107346	DB17102
CHEMBL3707235	DB12412
CHEMBL36715	DB09210
CHEMBL84446	DB02021
CHEMBL77562	DB08632
CHEMBL1980825	DB11702
CHEMBL217894	DB07640
CHEMBL514201	DB05412
CHEMBL1206161	DB15099
CHEMBL1234009	DB03490
CHEMBL7728	DB01355
CHEMBL957	DB00559
CHEMBL1025	DB00677
CHEMBL353972	DB11481
CHEMBL403328	DB04672
CHEMBL1169820	DB15830
CHEMBL4297585	DB11677
CHEMBL2095209	DB08887
CHEMBL973	DB08880
CHEMBL2103870	DB09280
CHEMBL170179	DB01433
CHEMBL267476	DB14104
CHEMBL104	DB00257
CHEMBL1364	DB00165
CHEMBL2110924	DB09189
CHEMBL1071	DB00991
CHEMBL448	DB00312
CHEMBL2105807	DB11525
CHEMBL519827	DB03807
CHEMBL6594	DB08723
CHEMBL1163068	DB03355
CHEMBL440	DB01154
CHEMBL198362	DB06228
CHEMBL445472	DB05107
CHEMBL16300	DB01924
CHEMBL1412	DB00592
CHEMBL2107011	DB13403
CHEMBL2104030	DB09229
CHEMBL1378024	DB12667
CHEMBL467084	DB11889
CHEMBL139020	DB08193
CHEMBL428	DB00685
CHEMBL1231605	DB07524
CHEMBL2103863	DB12565
CHEMBL2107366	DB12143
CHEMBL52885	DB05608
CHEMBL82304	DB08713
CHEMBL728	DB00433
CHEMBL1235440	DB02846
CHEMBL421615	DB13175
CHEMBL1090173	DB07943
CHEMBL1512580	DB06393
CHEMBL316040	DB11466
CHEMBL2355317	DB09177
CHEMBL47259	DB11534
CHEMBL8809	DB12518
CHEMBL2347704	DB13086
CHEMBL4297656	DB13038
CHEMBL1222398	DB04236
CHEMBL162781	DB06517
CHEMBL449062	DB08921
CHEMBL14823	DB17101
CHEMBL539947	DB16776
CHEMBL1231592	DB01990
CHEMBL90568	DB11259
CHEMBL125278	DB04261
CHEMBL439044	DB13798
CHEMBL253969	DB12962
CHEMBL519846	DB16407
CHEMBL1229914	DB03150
CHEMBL310554	DB08251
CHEMBL720	DB06770
CHEMBL1201336	DB01320
CHEMBL1097615	DB12606
CHEMBL231068	DB04908
CHEMBL3961037	DB14120
CHEMBL807	DB01043
CHEMBL4297447	DB12199
CHEMBL257036	DB07412
CHEMBL75013	DB04859
CHEMBL2106573	DB01533
CHEMBL2001019	DB12848
CHEMBL1387	DB09371
CHEMBL1234635	DB02841
CHEMBL229855	DB08569
CHEMBL516357	DB07045
CHEMBL1231644	DB02994
CHEMBL404108	DB01283
CHEMBL1314	DB06823
CHEMBL1196	DB00807
CHEMBL2095208	DB09065
CHEMBL76222	DB06573
CHEMBL2107419	DB01569
CHEMBL388590	DB12319
CHEMBL89598	DB01080
CHEMBL1262	DB00239
CHEMBL1235460	DB15087
CHEMBL269264	DB01946
CHEMBL508977	DB17263
CHEMBL119596	DB02249
CHEMBL977	DB14545
CHEMBL19	DB00703
CHEMBL279676	DB01520
CHEMBL284377	DB04522
CHEMBL1200925	DB09413
CHEMBL341273	DB07203
CHEMBL2220486	DB11845
CHEMBL3545330	DB12715
CHEMBL46740	DB06401
CHEMBL300461	DB03503
CHEMBL14012	DB13736
CHEMBL953	DB00494
CHEMBL1083659	DB09034
CHEMBL273348	DB16850
CHEMBL1420	DB00733
CHEMBL4161733	DB14986
CHEMBL483716	DB04114
CHEMBL1887585	DB13210
CHEMBL1161221	DB03154
CHEMBL3707307	DB13623
CHEMBL3128043	DB11775
CHEMBL242341	DB15335
CHEMBL1231012	DB02018
CHEMBL1189150	DB13400
CHEMBL2104734	DB13820
CHEMBL118478	DB16942
CHEMBL191482	DB12707
CHEMBL1200660	DB09401
CHEMBL504760	DB01744
CHEMBL552425	DB07970
CHEMBL1220	DB00911
CHEMBL242948	DB11695
CHEMBL3833335	DB01494
CHEMBL814	DB00176
CHEMBL2151197	DB12201
CHEMBL235191	DB12291
CHEMBL307189	DB03475
CHEMBL189	DB00235
CHEMBL3989517	DB08824
CHEMBL2105060	DB12251
CHEMBL3301620	DB14675
CHEMBL29392	DB04333
CHEMBL1200673	DB09461
CHEMBL255750	DB07346
CHEMBL1233985	DB04726
CHEMBL2105659	DB05737
CHEMBL478464	DB07486
CHEMBL141966	DB07184
CHEMBL1201046	DB00923
CHEMBL12420	DB01488
CHEMBL186483	DB07368
CHEMBL2181932	DB15207
CHEMBL2106111	DB13231
CHEMBL1323699	DB11570
CHEMBL1086440	DB12245
CHEMBL1231683	DB07546
CHEMBL1294	DB00908
CHEMBL1543	DB00143
CHEMBL64130	DB12155
CHEMBL1200627	DB09348
CHEMBL1951143	DB09279
CHEMBL3182543	DB14000
CHEMBL84242	DB02922
CHEMBL46102	DB08806
CHEMBL461343	DB13410
CHEMBL68055	DB16080
CHEMBL669	DB00924
CHEMBL2105040	DB13494
CHEMBL2107389	DB14677
CHEMBL3228489	DB13030
CHEMBL12208	DB07118
CHEMBL2010507	DB13624
CHEMBL4093489	DB16123
CHEMBL3545027	DB12854
CHEMBL22148	DB07577
CHEMBL3301667	DB09116
CHEMBL488994	DB13983
CHEMBL4297503	DB13997
CHEMBL113	DB00201
CHEMBL2105224	DB09209
CHEMBL4297538	DB11990
CHEMBL1780010	DB14945
CHEMBL1908305	DB15284
CHEMBL2110656	DB14752
CHEMBL1201288	DB01219
CHEMBL3746388	DB16045
CHEMBL218227	DB16032
CHEMBL1092665	DB16069
CHEMBL3975522	DB16147
CHEMBL1231574	DB11256
CHEMBL2104130	DB15678
CHEMBL369251	DB02112
CHEMBL1201189	DB09326
CHEMBL2133806	DB13113
CHEMBL492399	DB05585
CHEMBL2106840	DB09240
CHEMBL914	DB00950
CHEMBL2105845	DB15651
CHEMBL4297313	DB05650
CHEMBL415606	DB06699
CHEMBL3989968	DB14987
CHEMBL189362	DB16856
CHEMBL1084081	DB07541
CHEMBL606258	DB11442
CHEMBL521105	DB07801
CHEMBL212522	DB07309
CHEMBL3644587	DB16063
CHEMBL3275971	DB13951
CHEMBL2106389	DB13755
CHEMBL416	DB00553
CHEMBL248594	DB12749
CHEMBL324168	DB02398
CHEMBL4650305	DB16734
CHEMBL383705	DB01884
CHEMBL1946170	DB08896
CHEMBL1234370	DB02350
CHEMBL289556	DB00886
CHEMBL299233	DB09190
CHEMBL193240	DB01656
CHEMBL22498	DB09250
CHEMBL711	DB00498
CHEMBL499458	DB00541
CHEMBL74926	DB04892
CHEMBL13852	DB09202
CHEMBL4297496	DB15372
CHEMBL37858	DB11491
CHEMBL120293	DB03267
CHEMBL2365680	DB01439
CHEMBL4297464	DB15326
CHEMBL132530	DB08905
CHEMBL3707288	DB14508
CHEMBL24441	DB06698
CHEMBL1234363	DB03277
CHEMBL2106873	DB13862
CHEMBL3137321	DB15465
CHEMBL2107065	DB13702
CHEMBL371428	DB04307
CHEMBL1231667	DB04657
CHEMBL227954	DB08588
CHEMBL497689	DB08484
CHEMBL220320	DB07010
CHEMBL568	DB00842
CHEMBL3989948	DB14814
CHEMBL70972	DB06739
CHEMBL277945	DB13273
CHEMBL3634131	DB05565
CHEMBL181936	DB07567
CHEMBL2110784	DB13342
CHEMBL2104154	DB09234
CHEMBL2105024	DB13701
CHEMBL1098	DB00297
CHEMBL1731	DB00948
CHEMBL1370	DB01222
CHEMBL32350	DB09244
CHEMBL1200436	DB00621
CHEMBL1197	DB00473
CHEMBL1525	DB04930
CHEMBL294018	DB15586
CHEMBL1200570	DB09415
CHEMBL1355596	DB11501
CHEMBL1201266	DB06794
CHEMBL1571	DB00894
CHEMBL2106245	DB16527
CHEMBL394826	DB06938
CHEMBL154	DB00788
CHEMBL49563	DB14476
CHEMBL2105240	DB12840
CHEMBL2365707	DB01529
CHEMBL1161949	DB07355
CHEMBL1524273	DB13248
CHEMBL1352	DB15995
CHEMBL1161633	DB14150
CHEMBL1200624	DB00823
CHEMBL1201294	DB01081
CHEMBL66114	DB17050
CHEMBL1233663	DB02075
CHEMBL6885	DB02532
CHEMBL1233860	DB02238
CHEMBL311498	DB14086
CHEMBL230001	DB07401
CHEMBL1374069	DB03911
CHEMBL3039502	DB11952
CHEMBL1234033	DB08114
CHEMBL400599	DB09022
CHEMBL1187724	DB13833
CHEMBL560739	DB00604
CHEMBL11978	DB08840
CHEMBL853	DB00943
CHEMBL2106265	DB01444
CHEMBL4204703	DB12446
CHEMBL1605	DB01415
CHEMBL258734	DB11779
CHEMBL176602	DB08507
CHEMBL461101	DB06210
CHEMBL44	DB01645
CHEMBL3544913	DB11706
CHEMBL877	DB00302
CHEMBL425252	DB04555
CHEMBL1372950	DB00699
CHEMBL4297600	DB15256
CHEMBL462313	DB11479
CHEMBL283196	DB07453
CHEMBL324547	DB12355
CHEMBL1893913	DB15666
CHEMBL271475	DB15427
CHEMBL3655762	DB15425
CHEMBL262101	DB12983
CHEMBL1234621	DB03721
CHEMBL1349	DB00577
CHEMBL1229868	DB06945
CHEMBL42	DB00363
CHEMBL148333	DB07997
CHEMBL188185	DB12230
CHEMBL379218	DB08568
CHEMBL157265	DB02632
CHEMBL2105499	DB13320
CHEMBL2104588	DB11392
CHEMBL591665	DB14482
CHEMBL2104217	DB13962
CHEMBL1685	DB01209
CHEMBL398615	DB13591
CHEMBL571	DB01009
CHEMBL549385	DB08015
CHEMBL3707281	DB14515
CHEMBL155265	DB03759
CHEMBL326564	DB08436
CHEMBL25186	DB03306
CHEMBL109162	DB02268
CHEMBL183	DB12946
CHEMBL404215	DB13642
CHEMBL1236104	DB08578
CHEMBL285802	DB09225
CHEMBL3989941	DB15147
CHEMBL48046	DB04424
CHEMBL3545187	DB12207
CHEMBL276443	DB13285
CHEMBL1236684	DB04805
CHEMBL4297267	DB12633
CHEMBL556	DB00746
CHEMBL497834	DB04706
CHEMBL2107465	DB06422
CHEMBL1222017	DB04194
CHEMBL2105611	DB13689
CHEMBL9940	DB11880
CHEMBL2103873	DB08932
CHEMBL1229908	DB08989
CHEMBL2103840	DB12021
CHEMBL598172	DB12555
CHEMBL61872	DB04982
CHEMBL53463	DB00997
CHEMBL119	DB01157
CHEMBL42442	DB11446
CHEMBL1434	DB01017
CHEMBL4297639	DB14883
CHEMBL483995	DB07561
CHEMBL2103827	DB06262
CHEMBL404150	DB07345
CHEMBL1547	DB00152
CHEMBL566315	DB05990
CHEMBL275742	DB03322
CHEMBL1372	DB03310
CHEMBL3931971	DB16353
CHEMBL1201748	DB06772
CHEMBL1551	DB01586
CHEMBL1201281	DB07565
CHEMBL2142592	DB12550
CHEMBL1229855	DB06939
CHEMBL1078535	DB08494
CHEMBL2106599	DB16004
CHEMBL553025	DB00361
CHEMBL905	DB00953
CHEMBL24038	DB07675
CHEMBL4524847	DB06740
CHEMBL1350	DB01133
CHEMBL1852164	DB06297
CHEMBL219586	DB07215
CHEMBL437027	DB11724
CHEMBL441738	DB04931
CHEMBL203631	DB08025
CHEMBL123325	DB15949
CHEMBL1162175	DB05553
CHEMBL134920	DB13350
CHEMBL462018	DB14636
CHEMBL90488	DB04478
CHEMBL4877190	DB04890
CHEMBL4297350	DB11819
CHEMBL1201229	DB00944
CHEMBL1236251	DB03347
CHEMBL2104208	DB13572
CHEMBL292268	DB04104
CHEMBL33845	DB11396
CHEMBL109367	DB02473
CHEMBL1201786	DB09376
CHEMBL24646	DB11450
CHEMBL285347	DB13028
CHEMBL1887147	DB12938
CHEMBL4791762	DB05047
CHEMBL4297516	DB12674
CHEMBL2110987	DB11530
CHEMBL281594	DB03701
CHEMBL573306	DB06847
CHEMBL361348	DB01888
CHEMBL358722	DB12856
CHEMBL1383	DB02189
CHEMBL450613	DB11478
CHEMBL484780	DB07559
CHEMBL598797	DB12174
CHEMBL959	DB00478
CHEMBL1236670	DB01669
CHEMBL319669	DB06532
CHEMBL2105424	DB11543
CHEMBL2063869	DB12380
CHEMBL1738	DB00380
CHEMBL1091	DB14539
CHEMBL419792	DB06477
CHEMBL253582	DB02772
CHEMBL407938	DB01690
CHEMBL207602	DB13966
CHEMBL16502	DB03900
CHEMBL495224	DB03105
CHEMBL95681	DB04699
CHEMBL1231378	DB07470
CHEMBL167691	DB05817
CHEMBL13209	DB01595
CHEMBL1136	DB00976
CHEMBL1303	DB05271
CHEMBL4297334	DB14805
CHEMBL1236524	DB11676
CHEMBL1950576	DB11512
CHEMBL371064	DB12239
CHEMBL600828	DB02636
CHEMBL1619528	DB13844
CHEMBL1193	DB01620
CHEMBL419499	DB02669
CHEMBL215205	DB07731
CHEMBL1477036	DB11089
CHEMBL14882	DB02041
CHEMBL342672	DB04269
CHEMBL476413	DB14902
CHEMBL123440	DB06859
CHEMBL1852492	DB06313
CHEMBL104166	DB03082
CHEMBL2103824	DB11811
CHEMBL1232510	DB09308
CHEMBL62193	DB06150
CHEMBL234838	DB07217
CHEMBL108545	DB09543
CHEMBL1076930	DB15063
CHEMBL312040	DB01462
CHEMBL1235551	DB11749
CHEMBL25719	DB14183
CHEMBL1160756	DB03591
CHEMBL3769414	DB15039
CHEMBL303992	DB02526
CHEMBL1933350	DB14957
CHEMBL410834	DB08389
CHEMBL7568	DB01103
CHEMBL103667	DB03044
CHEMBL519374	DB04342
CHEMBL87223	DB04452
CHEMBL1865134	DB13796
CHEMBL3945401	DB01666
CHEMBL258208	DB04733
CHEMBL4297264	DB12537
CHEMBL1232595	DB03514
CHEMBL1422	DB01261
CHEMBL1230193	DB02889
CHEMBL4441423	DB16030
CHEMBL447861	DB14176
CHEMBL1234750	DB03618
CHEMBL2107342	DB11416
CHEMBL400841	DB07135
CHEMBL1742423	DB11591
CHEMBL207095	DB07312
CHEMBL261713	DB07861
CHEMBL1236107	DB06314
CHEMBL460657	DB04224
CHEMBL3545184	DB12865
CHEMBL415324	DB07615
CHEMBL4297296	DB05903
CHEMBL1474889	DB09004
CHEMBL1200731	DB00761
CHEMBL2107328	DB12049
CHEMBL356066	DB17034
CHEMBL1230122	DB06518
CHEMBL1171754	DB12929
CHEMBL859	DB05262
CHEMBL314691	DB12054
CHEMBL273124	DB12987
CHEMBL255696	DB11250
CHEMBL1551597	DB17037
CHEMBL4297337	DB15324
CHEMBL3186534	DB14765
CHEMBL2360628	DB13373
CHEMBL1441570	DB13177
CHEMBL1546	DB09352
CHEMBL186314	DB09460
CHEMBL1230742	DB07321
CHEMBL305906	DB11073
CHEMBL261454	DB03921
CHEMBL2107691	DB13395
CHEMBL4297283	DB13106
CHEMBL3354350	DB12576
CHEMBL593791	DB03479
CHEMBL74078	DB08299
CHEMBL3707446	DB12778
CHEMBL30713	DB01446
CHEMBL1460	DB00900
CHEMBL781	DB00579
CHEMBL4594427	DB16339
CHEMBL94061	DB08564
CHEMBL28636	DB11395
CHEMBL3186422	DB02955
CHEMBL61301	DB06457
CHEMBL4594440	DB12389
CHEMBL1198855	DB05255
CHEMBL3808948	DB16821
CHEMBL15841	DB13628
CHEMBL379845	DB13882
CHEMBL378104	DB14122
CHEMBL279898	DB00824
CHEMBL2048028	DB11611
CHEMBL1189679	DB00377
CHEMBL130	DB00446
CHEMBL4297525	DB12678
CHEMBL1230762	DB01762
CHEMBL87277	DB02277
CHEMBL571700	DB14178
CHEMBL245416	DB01055
CHEMBL1509	DB01395
CHEMBL3707375	DB17074
CHEMBL1652128	DB05020
CHEMBL82324	DB03140
CHEMBL1200459	DB09414
CHEMBL143305	DB08728
CHEMBL1213492	DB12645
CHEMBL225986	DB03499
CHEMBL48166	DB17031
CHEMBL1223852	DB14094
CHEMBL1741134	DB09268
CHEMBL284642	DB12352
CHEMBL1373467	DB12173
CHEMBL49080	DB01407
CHEMBL313113	DB14069
CHEMBL1454910	DB01422
CHEMBL522579	DB07811
CHEMBL4465923	DB05450
CHEMBL1589	DB00414
CHEMBL1096237	DB12619
CHEMBL490225	DB02451
CHEMBL56190	DB03705
CHEMBL4297183	DB14823
CHEMBL2435707	DB12223
CHEMBL2107381	DB09144
CHEMBL1201319	DB00610
CHEMBL2105967	DB16083
CHEMBL222813	DB00558
CHEMBL1200527	DB00732
CHEMBL1047	DB14002
CHEMBL259898	DB05804
CHEMBL471524	DB02281
CHEMBL1232261	DB07666
CHEMBL4744444	DB00080
CHEMBL2110727	DB11758
CHEMBL1148	DB00214
CHEMBL1051	DB00654
CHEMBL3924151	DB11975
CHEMBL2106119	DB11126
CHEMBL2104910	DB13214
CHEMBL3661115	DB14876
CHEMBL63558	DB16867
CHEMBL491571	DB06211
CHEMBL157366	DB12592
CHEMBL1410	DB06804
CHEMBL1159651	DB04465
CHEMBL489798	DB02964
CHEMBL1287853	DB12500
CHEMBL517712	DB00572
CHEMBL259833	DB07585
CHEMBL1233898	DB08060
CHEMBL574817	DB01812
CHEMBL4297603	DB15141
CHEMBL1230813	DB01909
CHEMBL506981	DB06455
CHEMBL435191	DB04882
CHEMBL59030	DB03791
CHEMBL287556	DB01759
CHEMBL1738889	DB12078
CHEMBL50514	DB02104
CHEMBL1229648	DB01920
CHEMBL287038	DB02842
CHEMBL2105199	DB06529
CHEMBL1200335	DB13944
CHEMBL304902	DB13256
CHEMBL97137	DB11542
CHEMBL4594298	DB14070
CHEMBL14309	DB13160
CHEMBL1200458	DB09125
CHEMBL1237007	DB08784
CHEMBL2110760	DB13203
CHEMBL481	DB00762
CHEMBL506	DB01087
CHEMBL3545308	DB11907
CHEMBL1232653	DB03147
CHEMBL221046	DB07199
CHEMBL1823241	DB15341
CHEMBL4790100	DB12746
CHEMBL2110773	DB09271
CHEMBL1235764	DB14663
CHEMBL97350	DB11374
CHEMBL1177	DB01230
CHEMBL555205	DB07431
CHEMBL2087361	DB11737
CHEMBL3775474	DB16939
CHEMBL197865	DB07296
CHEMBL366312	DB07655
CHEMBL418875	DB03558
CHEMBL92870	DB13766
CHEMBL35241	DB03608
CHEMBL592054	DB12511
CHEMBL1213083	DB06831
CHEMBL1908917	DB15237
CHEMBL1996652	DB13181
CHEMBL2146142	DB08993
CHEMBL1591	DB00618
CHEMBL1697775	DB13348
CHEMBL240597	DB06777
CHEMBL284348	DB06637
CHEMBL2105665	DB05494
CHEMBL258805	DB03428
CHEMBL301267	DB13851
CHEMBL4297474	DB16057
CHEMBL1230268	DB04469
CHEMBL204021	DB06311
CHEMBL2106059	DB14639
CHEMBL403350	DB08531
CHEMBL2366023	DB13970
CHEMBL4303729	DB16038
CHEMBL115	DB00224
CHEMBL303296	DB03308
CHEMBL13291	DB01567
CHEMBL1232182	DB04312
CHEMBL1221659	DB07389
CHEMBL159820	DB07093
CHEMBL6246	DB08846
CHEMBL2220482	DB15080
CHEMBL2096633	DB09281
CHEMBL527066	DB06995
CHEMBL3549142	DB11744
CHEMBL611940	DB02447
CHEMBL384467	DB01234
CHEMBL3989915	DB11938
CHEMBL1231847	DB07572
CHEMBL1907001	DB13282
CHEMBL1406148	DB12176
CHEMBL3099695	DB11837
CHEMBL133809	DB04102
CHEMBL394429	DB01643
CHEMBL3621988	DB06334
CHEMBL503160	DB01677
CHEMBL53904	DB01624
CHEMBL323668	DB15534
CHEMBL4759342	DB09173
CHEMBL1230222	DB16864
CHEMBL2079587	DB06718
CHEMBL4297310	DB14844
CHEMBL4650733	DB17121
CHEMBL1230997	DB04628
CHEMBL231779	DB06605
CHEMBL1324	DB00323
CHEMBL489586	DB08460
CHEMBL363387	DB07063
CHEMBL3338194	DB11773
CHEMBL261723	DB01871
CHEMBL7492	DB03695
CHEMBL31421	DB08861
CHEMBL406572	DB06992
CHEMBL66280	DB07173
CHEMBL1201129	DB01262
CHEMBL572528	DB02633
CHEMBL2387742	DB14050
CHEMBL509860	DB17035
CHEMBL1201242	DB00192
CHEMBL273481	DB12458
CHEMBL2104753	DB09200
CHEMBL4297500	DB16031
CHEMBL1233598	DB03353
CHEMBL4756129	DB15623
CHEMBL1232448	DB03937
CHEMBL1332546	DB13731
CHEMBL1230513	DB02076
CHEMBL1090777	DB07692
CHEMBL107251	DB02044
CHEMBL254316	DB06817
CHEMBL123693	DB13238
CHEMBL3184685	DB11291
CHEMBL1230988	DB07375
CHEMBL1234521	DB11468
CHEMBL259728	DB11438
CHEMBL2110603	DB09021
CHEMBL1515	DB00763
CHEMBL1200939	DB06767
CHEMBL1095282	DB01489
CHEMBL2104688	DB13091
CHEMBL809	DB01104
CHEMBL1698011	DB14660
CHEMBL373466	DB01701
CHEMBL458926	DB08139
CHEMBL2364610	DB11414
CHEMBL389621	DB00741
CHEMBL108541	DB03651
CHEMBL1234254	DB03735
CHEMBL117658	DB07593
CHEMBL24	DB00335
CHEMBL1697759	DB13417
CHEMBL1921904	DB12115
CHEMBL166863	DB12399
CHEMBL609980	DB13585
CHEMBL4090674	DB12648
CHEMBL583969	DB03148
CHEMBL455271	DB08083
CHEMBL222440	DB07338
CHEMBL1512677	DB13908
CHEMBL1276663	DB13667
CHEMBL445699	DB15108
CHEMBL1201262	DB00449
CHEMBL170988	DB00914
CHEMBL29404	DB13032
CHEMBL2106411	DB11275
CHEMBL7863	DB01352
CHEMBL22	DB00440
CHEMBL2052016	DB00460
CHEMBL255465	DB04367
CHEMBL979	DB00371
CHEMBL190083	DB05289
CHEMBL28472	DB04152
CHEMBL1318341	DB13284
CHEMBL1100	DB00617
CHEMBL3039602	DB16621
CHEMBL446143	DB00129
CHEMBL445353	DB02339
CHEMBL153983	DB13460
CHEMBL129529	DB11502
CHEMBL1538	DB00300
CHEMBL119489	DB02866
CHEMBL533841	DB16831
CHEMBL463480	DB03718
CHEMBL13	DB00264
CHEMBL1287935	DB12512
CHEMBL4594287	DB16157
CHEMBL855	DB00427
CHEMBL576	DB00139
CHEMBL269521	DB12111
CHEMBL1009	DB01235
CHEMBL385711	DB07154
CHEMBL2046550	DB13684
CHEMBL376505	DB04719
CHEMBL4297492	DB16076
CHEMBL1364906	DB11424
CHEMBL452800	DB07330
CHEMBL222645	DB00301
CHEMBL410462	DB07147
CHEMBL279816	DB13323
CHEMBL1235140	DB04346
CHEMBL2104457	DB13442
CHEMBL225210	DB07830
CHEMBL490672	DB11878
CHEMBL1476245	DB16136
CHEMBL3989926	DB15036
CHEMBL82301	DB06652
CHEMBL290744	DB03810
CHEMBL1233584	DB00167
CHEMBL4297423	DB15151
CHEMBL175367	DB02993
CHEMBL1236394	DB04562
CHEMBL348000	DB13551
CHEMBL1089	DB00780
CHEMBL1085699	DB09238
CHEMBL2110652	DB09192
CHEMBL10316	DB12551
CHEMBL4071161	DB15227
CHEMBL1751	DB00390
CHEMBL1046	DB00513
CHEMBL1234101	DB04345
CHEMBL316966	DB02527
CHEMBL1214186	DB01910
CHEMBL4297638	DB15297
CHEMBL354773	DB04406
CHEMBL215344	DB03672
CHEMBL313136	DB12286
CHEMBL50894	DB04014
CHEMBL303457	DB07961
CHEMBL4297477	DB15003
CHEMBL279107	DB03401
CHEMBL63560	DB02932
CHEMBL3930624	DB15637
CHEMBL2331680	DB13072
CHEMBL4065122	DB14785
CHEMBL266125	DB12042
CHEMBL1274	DB00665
CHEMBL579205	DB15058
CHEMBL2216863	DB16137
CHEMBL226345	DB00173
CHEMBL1201749	DB06781
CHEMBL712	DB01125
CHEMBL2016757	DB15686
CHEMBL667	DB03128
CHEMBL2104528	DB09249
CHEMBL2216870	DB09054
CHEMBL106708	DB07108
CHEMBL346059	DB11593
CHEMBL290194	DB01425
CHEMBL4094440	DB15047
CHEMBL352418	DB08847
CHEMBL1153	DB03671
CHEMBL23327	DB04751
CHEMBL1651956	DB12139
CHEMBL499017	DB05377
CHEMBL2303613	DB13470
CHEMBL1747	DB00684
CHEMBL385517	DB06335
CHEMBL1214124	DB08883
CHEMBL223147	DB07266
CHEMBL1560	DB01197
CHEMBL1236661	DB08699
CHEMBL1232858	DB02767
CHEMBL615	DB00417
CHEMBL155103	DB02728
CHEMBL565612	DB12369
CHEMBL279956	DB02999
CHEMBL389507	DB16273
CHEMBL1201244	DB00728
CHEMBL4283439	DB14923
CHEMBL2135887	DB14188
CHEMBL73234	DB11186
CHEMBL4297488	DB16061
CHEMBL4638793	DB17104
CHEMBL1783282	DB13994
CHEMBL4113131	DB14860
CHEMBL328827	DB02001
CHEMBL237786	DB08445
CHEMBL311932	DB08271
CHEMBL3707306	DB09267
CHEMBL39541	DB12730
CHEMBL48396	DB08926
CHEMBL2287680	DB15006
CHEMBL1095284	DB13266
CHEMBL4559134	DB15685
CHEMBL47050	DB13791
CHEMBL1189432	DB00768
CHEMBL3545215	DB12591
CHEMBL2105735	DB11586
CHEMBL1201264	DB00940
CHEMBL4075348	DB16835
CHEMBL15594	DB04557
CHEMBL3348923	DB15266
CHEMBL22097	DB13872
CHEMBL1489	DB00928
CHEMBL1200434	DB01303
CHEMBL1697835	DB13745
CHEMBL535	DB01268
CHEMBL3351077	DB13499
CHEMBL408867	DB06618
CHEMBL248643	DB03623
CHEMBL316308	DB07903
CHEMBL9967	DB00670
CHEMBL1328	DB00183
CHEMBL1328913	DB08996
CHEMBL224128	DB16935
CHEMBL2252704	DB14121
CHEMBL3544975	DB12798
CHEMBL1235482	DB03266
CHEMBL1160571	DB04160
CHEMBL1200522	DB09495
CHEMBL3545278	DB12557
CHEMBL1289	DB00793
CHEMBL1790041	DB00863
CHEMBL1946186	DB13466
CHEMBL831	DB00408
CHEMBL486208	DB17066
CHEMBL2107826	DB14895
CHEMBL191598	DB08064
CHEMBL2106622	DB12425
CHEMBL468837	DB01354
CHEMBL3188267	DB11791
CHEMBL2106526	DB01468
CHEMBL4297494	DB15440
CHEMBL3265032	DB12121
CHEMBL1144	DB00175
CHEMBL1682	DB01638
CHEMBL3989970	DB16228
CHEMBL276711	DB06436
CHEMBL1230227	DB12410
CHEMBL68828	DB08775
CHEMBL8085	DB00123
CHEMBL330572	DB02744
CHEMBL4297318	DB05495
CHEMBL393525	DB17047
CHEMBL4650321	DB16272
CHEMBL364869	DB08165
CHEMBL503090	DB06997
CHEMBL485940	DB13485
CHEMBL190467	DB07230
CHEMBL41342	DB02552
CHEMBL3544564	DB01479
CHEMBL279865	DB01478
CHEMBL1200682	DB09072
CHEMBL20	DB00819
CHEMBL461	DB16842
CHEMBL1241855	DB12146
CHEMBL4297466	DB15008
CHEMBL1192517	DB13550
CHEMBL175247	DB01083
CHEMBL1234416	DB08197
CHEMBL5	DB00779
CHEMBL239507	DB07513
CHEMBL359965	DB11780
CHEMBL444122	DB16882
CHEMBL3187964	DB01473
CHEMBL202311	DB04698
CHEMBL56564	DB11699
CHEMBL173373	DB05869
CHEMBL1865258	DB13663
CHEMBL327097	DB04565
CHEMBL236708	DB04260
CHEMBL1355	DB09154
CHEMBL58547	DB12370
CHEMBL849	DB08604
CHEMBL766	DB01597
CHEMBL307739	DB13316
CHEMBL1688243	DB12960
CHEMBL318153	DB13421
CHEMBL596802	DB11947
CHEMBL1231862	DB03852
CHEMBL267936	DB00657
CHEMBL429844	DB12271
CHEMBL101683	DB07288
CHEMBL1522	DB00402
CHEMBL226495	DB14109
CHEMBL829	DB01246
CHEMBL1489662	DB13371
CHEMBL77305	DB06159
CHEMBL3989943	DB16130
CHEMBL1233515	DB03495
CHEMBL3099551	DB12795
CHEMBL117869	DB02014
CHEMBL1465	DB00946
CHEMBL3707247	DB12612
CHEMBL4303060	DB16627
